Periodo;Producto;Region; Ventas ; Costos 
Q1 2017;Accesorios;AGO - África/Angola; $53,718.96 ; $45,933.60 
Q1 2018;Camaras;ARG - América/Argentina; $53,436.94 ; $32,884.27 
Q3 2019;Camaras;KEN - África/Kenia; $53,422.17 ; $33,972.54 
Q1 2018;Video Juegos;GTM - América/Guatemala; $53,316.67 ; $35,256.54 
Q1 2019;Consolas;IRL - Europa/Irlanda; $53,229.68 ; $43,891.14 
Q4 2017;Camaras;SDN - África/Sudán; $53,168.29 ; $33,837.82 
Q4 2017;Camaras;POL - Europa/Polonia; $53,135.54 ; $34,500.15 
Q1 2017;Consolas;NOR - Europa/Noruega; $52,988.43 ; $48,166.48 
Q3 2017;Consolas;CRI - América/Costa Rica; $52,983.41 ; $47,161.05 
Q1 2017;Accesorios;MYS - Asia/Malasia; $52,847.66 ; $47,712.95 
Q3 2019;Camaras;DZA - África/Argelia; $52,831.54 ; $35,260.16 
Q1 2018;Camaras;ESP - Europa/España; $52,756.72 ; $35,271.64 
Q3 2017;TV;CHL - América/Chile; $52,738.18 ; $46,605.83 
Q2 2019;Audio;BEL - Europa/Bélgica; $52,701.16 ; $40,419.77 
Q1 2019;Camaras;SDN - África/Sudán; $52,694.98 ; $30,036.14 
Q4 2019;Camaras;DZA - África/Argelia; $52,602.83 ; $30,987.85 
Q2 2018;TV;CHL - América/Chile; $52,592.09 ; $45,287.63 
Q2 2017;Video Juegos;GTM - América/Guatemala; $52,565.73 ; $42,746.45 
Q3 2018;Camaras;KEN - África/Kenia; $52,410.38 ; $33,989.10 
Q3 2019;Accesorios;YEM - Asia/Yemen; $52,410.13 ; $43,373.90 
Q4 2019;Accesorios;AGO - África/Angola; $52,398.00 ; $45,765.34 
Q1 2017;Camaras;SDN - África/Sudán; $52,384.10 ; $29,312.32 
Q2 2018;Audio;ECU - América/Ecuador; $52,371.48 ; $31,708.55 
Q1 2018;Consolas;NOR - Europa/Noruega; $52,365.03 ; $48,589.88 
Q1 2017;Accesorios;YEM - Asia/Yemen; $52,301.62 ; $46,148.49 
Q4 2018;Audio;GRC - Europa/Grecia; $52,251.59 ; $41,409.21 
Q3 2019;Accesorios;AGO - África/Angola; $52,184.13 ; $46,859.22 
Q3 2017;Video Juegos;ECU - América/Ecuador; $52,183.10 ; $36,141.63 
Q2 2018;Camaras;ESP - Europa/España; $52,128.66 ; $37,867.75 
Q1 2017;Camaras;UKR - Europa/Ucrania; $52,060.83 ; $28,396.82 
Q1 2019;Video Juegos;GRC - Europa/Grecia; $52,046.69 ; $34,732.49 
Q2 2019;Consolas;IRL - Europa/Irlanda; $51,898.94 ; $46,492.80 
Q4 2019;Accesorios;MYS - Asia/Malasia; $51,888.73 ; $47,462.56 
Q1 2019;TV;CHL - América/Chile; $51,873.62 ; $46,470.11 
Q2 2018;Accesorios;AGO - África/Angola; $51,866.58 ; $41,696.66 
Q2 2018;Video Juegos;GTM - América/Guatemala; $51,835.65 ; $37,788.19 
Q2 2017;Accesorios;AUS - Oceanía/Australia; $51,749.24 ; $40,105.66 
Q1 2019;Accesorios;AUS - Oceanía/Australia; $51,634.75 ; $41,364.54 
Q2 2019;Video Juegos;BEL - Europa/Bélgica; $51,625.63 ; $33,569.57 
Q1 2017;Video Juegos;GTM - América/Guatemala; $51,478.16 ; $37,056.84 
Q2 2019;Audio;GRC - Europa/Grecia; $51,441.49 ; $35,330.02 
Q3 2017;Celulares;CHE - Europa/Suiza; $51,343.19 ; $43,680.03 
Q3 2017;Audio;ECU - América/Ecuador; $51,261.13 ; $31,581.32 
Q1 2019;Audio;BEL - Europa/Bélgica; $51,124.50 ; $33,495.36 
Q1 2017;Camaras;ARG - América/Argentina; $50,975.08 ; $28,812.00 
Q2 2018;Camaras;POL - Europa/Polonia; $50,836.02 ; $32,535.05 
Q3 2018;Accesorios;YEM - Asia/Yemen; $50,726.27 ; $43,374.64 
Q1 2017;Audio;ECU - América/Ecuador; $50,723.43 ; $35,450.04 
Q1 2017;Camaras;PER - América/Perú; $50,639.03 ; $29,919.79 
Q3 2019;TV;CHL - América/Chile; $50,628.65 ; $43,291.16 
Q1 2018;Celulares;SVK - Europa/Eslovaquia; $50,607.46 ; $39,605.84 
Q2 2019;Camaras;PER - América/Perú; $50,389.99 ; $31,390.72 
Q4 2018;Accesorios;YEM - Asia/Yemen; $50,322.08 ; $44,968.67 
Q2 2017;Consolas;NZL - Oceanía/Nueva Zelanda; $50,268.41 ; $40,824.23 
Q4 2017;Camaras;UKR - Europa/Ucrania; $50,261.04 ; $33,507.36 
Q1 2017;Consolas;NZL - Oceanía/Nueva Zelanda; $50,229.38 ; $44,588.09 
Q3 2017;Camaras;UKR - Europa/Ucrania; $50,196.76 ; $32,887.53 
Q1 2017;Celulares;FIN - Europa/Finlandia; $50,167.76 ; $48,841.49 
Q3 2018;Accesorios;AGO - África/Angola; $50,039.58 ; $43,784.63 
Q3 2019;Video Juegos;GRC - Europa/Grecia; $49,894.38 ; $32,976.03 
Q4 2019;Camaras;ARG - América/Argentina; $49,893.38 ; $31,414.35 
Q1 2018;Consolas;CRI - América/Costa Rica; $49,866.74 ; $43,930.22 
Q4 2017;Accesorios;AGO - África/Angola; $49,747.52 ; $42,838.14 
Q2 2017;Video Juegos;BEL - Europa/Bélgica; $49,747.41 ; $31,322.44 
Q1 2018;Video Juegos;GRC - Europa/Grecia; $49,707.51 ; $37,926.83 
Q1 2019;Celulares;SVK - Europa/Eslovaquia; $49,499.27 ; $44,288.82 
Q4 2017;Consolas;NOR - Europa/Noruega; $49,455.86 ; $45,310.99 
Q2 2018;Consolas;NOR - Europa/Noruega; $49,455.86 ; $43,686.01 
Q1 2017;Video Juegos;BEL - Europa/Bélgica; $49,381.62 ; $28,805.94 
Q2 2017;Audio;ECU - América/Ecuador; $49,343.20 ; $33,750.75 
Q4 2019;Camaras;SDN - África/Sudán; $49,328.36 ; $26,099.19 
Q3 2017;Accesorios;AGO - África/Angola; $49,268.26 ; $39,004.04 
Q4 2017;Accesorios;MYS - Asia/Malasia; $49,209.96 ; $42,923.79 
Q4 2019;Celulares;SVK - Europa/Eslovaquia; $49,140.58 ; $42,408.99 
Q4 2017;Accesorios;AUS - Oceanía/Australia; $49,134.54 ; $36,596.76 
Q2 2018;Camaras;SDN - África/Sudán; $49,123.68 ; $31,263.71 
Q4 2017;Video Juegos;GTM - América/Guatemala; $49,107.46 ; $30,601.42 
Q1 2019;Camaras;DZA - África/Argelia; $49,062.94 ; $32,744.97 
Q4 2018;Camaras;SDN - África/Sudán; $49,055.83 ; $26,490.15 
Q1 2017;Audio;BEL - Europa/Bélgica; $49,021.17 ; $31,513.61 
Q4 2018;Camaras;PER - América/Perú; $48,945.69 ; $30,472.50 
Q4 2019;Accesorios;AUS - Oceanía/Australia; $48,928.52 ; $38,003.39 
Q2 2019;Celulares;NOR - Europa/Noruega; $48,912.39 ; $43,496.59 
Q2 2017;Celulares;NZL - Oceanía/Nueva Zelanda; $48,685.46 ; $41,501.84 
Q3 2017;Accesorios;YEM - Asia/Yemen; $48,673.77 ; $39,129.89 
Q3 2017;Video Juegos;BEL - Europa/Bélgica; $48,665.94 ; $28,388.47 
Q3 2019;Accesorios;MYS - Asia/Malasia; $48,468.57 ; $40,609.74 
Q2 2017;Celulares;SVK - Europa/Eslovaquia; $48,438.57 ; $40,497.82 
Q1 2019;Camaras;POL - Europa/Polonia; $48,433.72 ; $29,665.66 
Q2 2019;Accesorios;AUS - Oceanía/Australia; $48,420.96 ; $36,769.67 
Q3 2018;Camaras;ARG - América/Argentina; $48,416.48 ; $31,721.14 
Q4 2019;Consolas;NOR - Europa/Noruega; $48,380.74 ; $41,563.45 
Q4 2017;Video Juegos;ECU - América/Ecuador; $48,356.34 ; $27,958.75 
Q2 2017;Accesorios;AGO - África/Angola; $48,336.91 ; $43,503.22 
Q4 2018;Celulares;CHE - Europa/Suiza; $48,199.73 ; $41,505.32 
Q2 2019;Consolas;CRI - América/Costa Rica; $48,166.73 ; $37,695.70 
Q1 2019;Consolas;CRI - América/Costa Rica; $48,166.73 ; $40,868.74 
Q2 2019;TV;BEL - Europa/Bélgica; $48,031.44 ; $48,081.12 
Q2 2017;Video Juegos;GRC - Europa/Grecia; $47,913.01 ; $30,802.88 
Q3 2019;Accesorios;CMR - África/Camerún; $47,844.14 ; $41,548.86 
Q2 2018;Camaras;DZA - África/Argelia; $47,776.88 ; $30,244.84 
Q2 2018;Accesorios;YEM - Asia/Yemen; $47,753.66 ; $40,832.84 
Q2 2019;Accesorios;MYS - Asia/Malasia; $47,749.18 ; $44,022.42 
Q3 2017;Accesorios;AUS - Oceanía/Australia; $47,533.41 ; $33,677.93 
Q4 2018;Accesorios;AGO - África/Angola; $47,528.30 ; $38,560.70 
Q3 2019;Camaras;ARG - América/Argentina; $47,439.61 ; $30,496.89 
Q2 2017;Camaras;ARG - América/Argentina; $47,439.61 ; $28,463.76 
Q2 2017;Accesorios;CMR - África/Camerún; $47,437.82 ; $37,756.63 
Q4 2019;Accesorios;YEM - Asia/Yemen; $47,395.28 ; $37,521.26 
Q1 2019;TV;GTM - América/Guatemala; $47,392.59 ; $43,940.68 
Q2 2017;Accesorios;YEM - Asia/Yemen; $47,218.10 ; $38,786.30 
Q4 2019;TV;BEL - Europa/Bélgica; $47,129.12 ; $42,368.61 
Q3 2017;Celulares;FIN - Europa/Finlandia; $47,096.27 ; $43,582.73 
Q4 2018;Celulares;SVK - Europa/Eslovaquia; $47,093.05 ; $41,055.48 
Q1 2019;Accesorios;AGO - África/Angola; $47,090.65 ; $41,550.58 
Q2 2019;Audio;PRT - Europa/Portugal; $47,086.18 ; $35,130.21 
Q1 2019;Accesorios;MYS - Asia/Malasia; $47,050.84 ; $39,487.85 
Q4 2018;Video Juegos;ECU - América/Ecuador; $46,947.90 ; $28,658.63 
Q4 2018;Video Juegos;GTM - América/Guatemala; $46,945.49 ; $35,762.56 
Q4 2018;Accesorios;CMR - África/Camerún; $46,939.52 ; $36,735.28 
Q3 2017;Camaras;VEN - América/Venezuela; $46,802.55 ; $26,453.62 
Q4 2017;Video Juegos;BEL - Europa/Bélgica; $46,800.70 ; $31,200.46 
Q1 2018;Camaras;POL - Europa/Polonia; $46,786.49 ; $29,079.60 
Q3 2018;Accesorios;AUS - Oceanía/Australia; $46,677.81 ; $32,674.47 
Q3 2017;Camaras;DZA - África/Argelia; $46,675.75 ; $29,872.48 
Q2 2017;Camaras;POL - Europa/Polonia; $46,587.68 ; $31,133.42 
Q3 2017;Camaras;PER - América/Perú; $46,502.11 ; $28,151.41 
Q1 2019;Video Juegos;ECU - América/Ecuador; $46,496.48 ; $29,171.49 
Q3 2018;Camaras;PER - América/Perú; $46,431.86 ; $29,161.79 
Q1 2017;Video Juegos;ECU - América/Ecuador; $46,347.93 ; $32,774.60 
Q4 2018;Camaras;VEN - América/Venezuela; $46,286.62 ; $30,325.72 
Q4 2017;Video Juegos;GRC - Europa/Grecia; $46,243.57 ; $31,371.64 
Q4 2017;TV;GTM - América/Guatemala; $46,218.78 ; $43,260.78 
Q3 2017;Consolas;NZL - Oceanía/Nueva Zelanda; $46,206.32 ; $40,680.76 
Q4 2018;Camaras;DZA - África/Argelia; $46,202.49 ; $29,770.47 
Q2 2018;Celulares;FIN - Europa/Finlandia; $46,154.34 ; $41,656.75 
Q4 2017;Celulares;IRL - Europa/Irlanda; $46,132.39 ; $37,086.82 
Q3 2017;Accesorios;CMR - África/Camerún; $46,068.48 ; $41,061.04 
Q1 2018;Video Juegos;ECU - América/Ecuador; $46,053.65 ; $30,891.37 
Q3 2018;Video Juegos;BEL - Europa/Bélgica; $45,999.31 ; $30,137.48 
Q4 2018;TV;GTM - América/Guatemala; $45,934.36 ; $40,698.48 
Q4 2017;Camaras;VEN - América/Venezuela; $45,925.01 ; $30,088.80 
Q1 2017;TV;ECU - América/Ecuador; $45,907.91 ; $44,557.68 
Q3 2017;Consolas;NOR - Europa/Noruega; $45,886.88 ; $39,728.38 
Q3 2017;Celulares;SVK - Europa/Eslovaquia; $45,820.27 ; $37,335.03 
Q3 2019;Video Juegos;GTM - América/Guatemala; $45,793.46 ; $30,480.12 
Q1 2018;TV;GTM - América/Guatemala; $45,793.46 ; $45,755.73 
Q3 2019;Audio;PRT - Europa/Portugal; $45,759.80 ; $30,887.87 
Q2 2018;Audio;GRC - Europa/Grecia; $45,607.92 ; $30,064.74 
Q2 2018;Accesorios;AUS - Oceanía/Australia; $45,583.80 ; $35,327.44 
Q2 2018;Audio;BEL - Europa/Bélgica; $45,531.53 ; $24,835.38 
Q4 2017;TV;ECU - América/Ecuador; $45,476.18 ; $41,010.01 
Q2 2017;Celulares;NOR - Europa/Noruega; $45,418.65 ; $38,948.48 
Q3 2017;Camaras;SDN - África/Sudán; $45,417.41 ; $27,856.01 
Q1 2017;Accesorios;CMR - África/Camerún; $45,229.18 ; $40,660.57 
Q4 2017;Celulares;NZL - Oceanía/Nueva Zelanda; $45,203.77 ; $35,082.06 
Q4 2018;Accesorios;AUS - Oceanía/Australia; $45,142.95 ; $32,662.25 
Q1 2019;Video Juegos;BEL - Europa/Bélgica; $45,045.67 ; $27,720.41 
Q3 2019;Video Juegos;BEL - Europa/Bélgica; $45,038.38 ; $27,715.93 
Q2 2018;Camaras;VEN - América/Venezuela; $45,010.73 ; $27,006.44 
Q3 2018;Camaras;POL - Europa/Polonia; $44,994.39 ; $28,242.64 
Q1 2017;Video Juegos;GRC - Europa/Grecia; $44,989.51 ; $33,092.58 
Q2 2019;TV;GTM - América/Guatemala; $44,965.86 ; $46,069.03 
Q1 2019;Accesorios;CMR - África/Camerún; $44,956.16 ; $39,604.24 
Q4 2018;Camaras;POL - Europa/Polonia; $44,871.63 ; $28,535.03 
Q2 2019;Accesorios;CMR - África/Camerún; $44,865.89 ; $38,068.03 
Q3 2019;Audio;DOM - América/República Dominicana; $44,839.07 ; $25,191.40 
Q1 2019;Audio;GRC - Europa/Grecia; $44,837.52 ; $31,354.88 
Q3 2019;Consolas;CRI - América/Costa Rica; $44,617.61 ; $39,660.09 
Q4 2018;Video Juegos;BEL - Europa/Bélgica; $44,329.37 ; $29,552.92 
Q1 2019;Celulares;NZL - Oceanía/Nueva Zelanda; $44,271.74 ; $37,602.67 
Q2 2019;Audio;AUT - Europa/Austria; $44,216.23 ; $28,751.61 
Q1 2017;Accesorios;AUS - Oceanía/Australia; $44,035.67 ; $32,292.82 
Q4 2017;Accesorios;CMR - África/Camerún; $43,810.22 ; $38,942.42 
Q1 2018;Camaras;VEN - América/Venezuela; $43,803.29 ; $26,955.87 
Q2 2017;TV;GRC - Europa/Grecia; $43,657.58 ; $39,865.13 
Q1 2018;Accesorios;CMR - África/Camerún; $43,639.09 ; $36,485.14 
Q2 2018;Audio;DOM - América/República Dominicana; $43,564.02 ; $29,405.72 
Q2 2019;TV;ECU - América/Ecuador; $43,433.83 ; $38,173.51 
Q1 2017;TV;GTM - América/Guatemala; $43,397.29 ; $40,798.87 
Q4 2019;Video Juegos;ECU - América/Ecuador; $43,304.18 ; $24,801.49 
Q2 2018;Accesorios;CMR - África/Camerún; $43,300.80 ; $38,790.30 
Q3 2018;TV;ECU - América/Ecuador; $43,047.18 ; $40,751.33 
Q2 2019;Audio;DOM - América/República Dominicana; $42,953.31 ; $26,029.71 
Q3 2019;Celulares;NZL - Oceanía/Nueva Zelanda; $42,943.59 ; $40,077.57 
Q3 2019;Accesorios;AUS - Oceanía/Australia; $42,902.40 ; $32,761.83 
Q4 2019;Camaras;PER - América/Perú; $42,870.14 ; $25,831.41 
Q1 2018;Accesorios;AUS - Oceanía/Australia; $42,823.68 ; $34,059.76 
Q1 2018;TV;ECU - América/Ecuador; $42,793.22 ; $42,829.64 
Q4 2019;Video Juegos;GTM - América/Guatemala; $42,775.55 ; $28,285.76 
Q2 2019;Camaras;MYS - Asia/Malasia; $42,681.28 ; $25,089.17 
Q2 2019;Video Juegos;GRC - Europa/Grecia; $42,674.94 ; $31,113.27 
Q3 2018;Audio;CZE - Europa/República Checa; $42,670.88 ; $26,259.00 
Q1 2018;Audio;CZE - Europa/República Checa; $42,670.88 ; $26,259.00 
Q1 2019;Video Juegos;GTM - América/Guatemala; $42,653.33 ; $29,260.19 
Q3 2019;Camaras;MYS - Asia/Malasia; $42,610.61 ; $26,099.00 
Q1 2018;Camaras;PER - América/Perú; $42,573.26 ; $21,456.92 
Q2 2018;Audio;SWE - Europa/Suecia; $42,561.80 ; $26,191.88 
Q3 2017;TV;GTM - América/Guatemala; $42,410.99 ; $46,908.69 
Q4 2018;Video Juegos;GRC - Europa/Grecia; $42,402.25 ; $29,672.25 
Q2 2018;Consolas;IRL - Europa/Irlanda; $42,366.48 ; $35,746.72 
Q3 2017;Accesorios;CHL - América/Chile; $42,190.54 ; $37,045.35 
Q2 2017;Accesorios;CHL - América/Chile; $42,190.54 ; $36,639.15 
Q3 2019;Audio;SWE - Europa/Suecia; $42,142.48 ; $24,583.11 
Q4 2018;TV;GRC - Europa/Grecia; $42,133.03 ; $38,341.06 
Q4 2018;Camaras;YEM - Asia/Yemen; $42,102.81 ; $25,261.68 
Q4 2017;TV;GRC - Europa/Grecia; $41,999.70 ; $40,926.76 
Q2 2017;Celulares;CRI - América/Costa Rica; $41,967.05 ; $34,853.99 
Q1 2017;Consolas;IRL - Europa/Irlanda; $41,938.54 ; $36,561.80 
Q4 2019;Audio;AUT - Europa/Austria; $41,903.51 ; $22,856.46 
Q1 2017;Camaras;POL - Europa/Polonia; $41,899.24 ; $25,418.87 
Q2 2019;Camaras;VEN - América/Venezuela; $41,868.95 ; $25,121.37 
Q3 2018;Camaras;VEN - América/Venezuela; $41,809.39 ; $25,728.86 
Q3 2017;Camaras;YEM - Asia/Yemen; $41,617.27 ; $24,276.74 
Q1 2019;Celulares;NOR - Europa/Noruega; $41,598.39 ; $36,368.88 
Q3 2019;Camaras;PER - América/Perú; $41,593.90 ; $22,869.08 
Q1 2017;Celulares;IRL - Europa/Irlanda; $41,519.15 ; $35,983.26 
Q4 2018;TV;ECU - América/Ecuador; $41,448.29 ; $39,459.82 
Q3 2017;Camaras;POL - Europa/Polonia; $41,424.31 ; $28,997.02 
Q3 2018;Accesorios;CMR - África/Camerún; $41,376.32 ; $34,480.27 
Q4 2017;Camaras;YEM - Asia/Yemen; $41,277.26 ; $26,535.38 
Q4 2019;TV;GRC - Europa/Grecia; $41,217.10 ; $34,305.81 
Q3 2019;Camaras;VEN - América/Venezuela; $41,107.70 ; $23,979.49 
Q3 2019;TV;ECU - América/Ecuador; $41,096.04 ; $40,843.52 
Q1 2018;Camaras;YEM - Asia/Yemen; $41,009.23 ; $25,820.63 
Q1 2017;Audio;SWE - Europa/Suecia; $40,932.64 ; $26,817.94 
Q4 2019;Accesorios;CMR - África/Camerún; $40,921.63 ; $33,481.34 
Q1 2017;Audio;PRT - Europa/Portugal; $40,879.25 ; $27,025.72 
Q4 2019;Accesorios;BEL - Europa/Bélgica; $40,702.42 ; $35,346.84 
Q2 2018;TV;GTM - América/Guatemala; $40,677.57 ; $41,403.76 
Q4 2019;Audio;DOM - América/República Dominicana; $40,672.61 ; $23,072.46 
Q3 2019;Accesorios;CHL - América/Chile; $40,567.83 ; $32,766.32 
Q2 2018;Accesorios;CHL - América/Chile; $40,567.83 ; $35,158.78 
Q1 2017;Camaras;VEN - América/Venezuela; $40,484.85 ; $24,913.76 
Q1 2018;Audio;HUN - Europa/Hungría; $40,400.65 ; $29,670.24 
Q1 2018;Video Juegos;BEL - Europa/Bélgica; $40,335.74 ; $25,396.57 
Q1 2017;Audio;DOM - América/República Dominicana; $40,315.83 ; $28,937.81 
Q3 2017;Celulares;IRL - Europa/Irlanda; $40,309.85 ; $33,591.55 
Q2 2018;Celulares;IRL - Europa/Irlanda; $40,309.85 ; $34,467.85 
Q3 2018;Camaras;AGO - África/Angola; $40,268.07 ; $25,886.62 
Q2 2019;TV;GRC - Europa/Grecia; $40,217.89 ; $37,057.61 
Q4 2017;Camaras;MYS - Asia/Malasia; $40,213.76 ; $23,866.00 
Q2 2019;Audio;HUN - Europa/Hungría; $40,206.42 ; $25,293.33 
Q4 2017;Camaras;PER - América/Perú; $40,127.80 ; $23,537.36 
Q3 2018;Video Juegos;GRC - Europa/Grecia; $40,096.39 ; $27,272.23 
Q1 2019;Camaras;AGO - África/Angola; $40,078.72 ; $26,719.15 
Q4 2018;Celulares;CRI - América/Costa Rica; $39,987.48 ; $34,433.66 
Q2 2018;Celulares;CRI - América/Costa Rica; $39,987.48 ; $32,582.39 
Q3 2018;TV;BEL - Europa/Bélgica; $39,975.59 ; $32,572.71 
Q4 2019;Camaras;YEM - Asia/Yemen; $39,907.87 ; $25,127.18 
Q4 2019;Camaras;VEN - América/Venezuela; $39,880.60 ; $21,753.06 
Q2 2017;Camaras;VEN - América/Venezuela; $39,665.32 ; $24,974.46 
Q1 2019;Audio;CZE - Europa/República Checa; $39,567.54 ; $21,582.30 
Q1 2017;Audio;CZE - Europa/República Checa; $39,567.54 ; $25,923.56 
Q1 2017;Celulares;NZL - Oceanía/Nueva Zelanda; $39,496.61 ; $33,006.50 
Q2 2017;TV;GTM - América/Guatemala; $39,493.83 ; $40,185.61 
Q2 2019;Camaras;AGO - África/Angola; $39,460.22 ; $22,303.60 
Q1 2019;Camaras;PER - América/Perú; $39,458.14 ; $24,348.30 
Q1 2019;TV;BEL - Europa/Bélgica; $39,399.95 ; $33,243.70 
Q3 2019;TV;GTM - América/Guatemala; $39,389.62 ; $39,861.42 
Q3 2018;TV;GTM - América/Guatemala; $39,389.62 ; $42,874.78 
Q2 2018;TV;BEL - Europa/Bélgica; $39,274.27 ; $32,133.49 
Q1 2019;TV;GRC - Europa/Grecia; $39,265.99 ; $36,241.91 
Q4 2017;Celulares;CRI - América/Costa Rica; $39,246.97 ; $34,629.68 
Q1 2019;Celulares;CRI - América/Costa Rica; $39,246.97 ; $34,279.00 
Q4 2018;Audio;HUN - Europa/Hungría; $39,079.14 ; $23,699.01 
Q4 2017;Accesorios;CHL - América/Chile; $39,065.32 ; $34,909.43 
Q2 2018;Video Juegos;BEL - Europa/Bélgica; $39,045.93 ; $25,100.95 
Q2 2018;Camaras;PER - América/Perú; $39,007.48 ; $26,066.75 
Q1 2019;TV;ECU - América/Ecuador; $38,997.05 ; $34,807.13 
Q3 2019;Camaras;YEM - Asia/Yemen; $38,924.01 ; $25,501.94 
Q3 2017;Camaras;MYS - Asia/Malasia; $38,818.72 ; $24,685.83 
Q2 2017;Camaras;PER - América/Perú; $38,712.71 ; $20,676.81 
Q3 2017;Audio;SWE - Europa/Suecia; $38,710.06 ; $21,879.60 
Q1 2019;Camaras;VEN - América/Venezuela; $38,572.18 ; $23,143.31 
Q3 2018;Audio;HUN - Europa/Hungría; $38,538.87 ; $28,370.46 
Q2 2018;Audio;CZE - Europa/República Checa; $38,517.08 ; $23,110.25 
Q2 2017;Camaras;AGO - África/Angola; $38,509.37 ; $24,246.64 
Q4 2019;Celulares;NZL - Oceanía/Nueva Zelanda; $38,488.72 ; $33,214.95 
Q3 2018;Camaras;MYS - Asia/Malasia; $38,470.57 ; $21,403.62 
Q2 2019;Celulares;IRL - Europa/Irlanda; $38,443.66 ; $34,075.06 
Q2 2018;Celulares;NZL - Oceanía/Nueva Zelanda; $38,370.74 ; $29,462.10 
Q1 2018;Accesorios;CHL - América/Chile; $38,355.04 ; $33,677.59 
Q4 2019;Video Juegos;FIN - Europa/Finlandia; $38,309.93 ; $21,314.25 
Q4 2018;Camaras;AUS - Oceanía/Australia; $38,260.50 ; $19,462.95 
Q1 2017;Audio;AUT - Europa/Austria; $38,197.76 ; $22,282.02 
Q4 2019;Audio;SWE - Europa/Suecia; $38,191.62 ; $22,278.44 
Q1 2018;Celulares;CRI - América/Costa Rica; $38,186.24 ; $34,123.87 
Q3 2018;TV;GRC - Europa/Grecia; $38,137.66 ; $39,988.67 
Q3 2017;Video Juegos;GRC - Europa/Grecia; $38,137.66 ; $26,367.79 
Q3 2019;TV;BEL - Europa/Bélgica; $38,135.51 ; $32,687.58 
Q2 2018;Camaras;YEM - Asia/Yemen; $38,102.09 ; $22,226.22 
Q4 2019;TV;GTM - América/Guatemala; $38,083.33 ; $35,208.21 
Q4 2019;Audio;ISR - Asia/Israel; $38,050.46 ; $25,366.97 
Q4 2017;Audio;CZE - Europa/República Checa; $38,012.49 ; $25,341.66 
Q3 2019;Audio;CZE - Europa/República Checa; $38,012.49 ; $21,485.32 
Q2 2018;Camaras;AUS - Oceanía/Australia; $38,011.25 ; $19,955.90 
Q4 2018;Camaras;AGO - África/Angola; $37,994.39 ; $25,329.59 
Q3 2019;Audio;FIN - Europa/Finlandia; $37,976.51 ; $25,378.78 
Q4 2019;Video Juegos;PRT - Europa/Portugal; $37,973.99 ; $21,127.35 
Q4 2019;Video Juegos;GRC - Europa/Grecia; $37,919.73 ; $26,071.92 
Q2 2018;Video Juegos;GRC - Europa/Grecia; $37,919.73 ; $24,307.24 
Q4 2019;Audio;FIN - Europa/Finlandia; $37,860.98 ; $22,097.05 
Q4 2018;TV;BEL - Europa/Bélgica; $37,836.06 ; $31,079.62 
Q3 2017;TV;ECU - América/Ecuador; $37,778.39 ; $33,833.88 
Q4 2019;Audio;CZE - Europa/República Checa; $37,683.37 ; $21,299.30 
Q4 2017;Camaras;AUS - Oceanía/Australia; $37,582.78 ; $19,118.20 
Q3 2017;Audio;ISR - Asia/Israel; $37,512.01 ; $21,202.44 
Q3 2019;Audio;AUT - Europa/Austria; $37,455.90 ; $24,540.07 
Q1 2019;Camaras;MYS - Asia/Malasia; $37,353.86 ; $25,207.42 
Q3 2017;Audio;AUT - Europa/Austria; $37,309.44 ; $24,872.96 
Q2 2018;Audio;AUT - Europa/Austria; $37,309.44 ; $21,087.94 
Q4 2019;Accesorios;CHL - América/Chile; $37,300.08 ; $32,962.87 
Q1 2017;TV;BEL - Europa/Bélgica; $37,207.20 ; $31,301.30 
Q4 2018;Audio;SWE - Europa/Suecia; $37,195.32 ; $22,889.43 
Q1 2019;Audio;PRT - Europa/Portugal; $37,062.78 ; $24,525.34 
Q2 2017;Camaras;AUS - Oceanía/Australia; $36,987.17 ; $20,485.20 
Q2 2018;TV;GRC - Europa/Grecia; $36,969.09 ; $34,793.93 
Q2 2017;TV;ECU - América/Ecuador; $36,913.23 ; $36,284.92 
Q2 2017;TV;BEL - Europa/Bélgica; $36,799.45 ; $31,957.42 
Q1 2017;Celulares;NOR - Europa/Noruega; $36,785.35 ; $30,747.48 
Q2 2018;Video Juegos;DOM - América/República Dominicana; $36,768.04 ; $26,980.13 
Q3 2019;Camaras;CMR - África/Camerún; $36,688.36 ; $23,585.38 
Q3 2018;Audio;DOM - América/República Dominicana; $36,621.55 ; $25,466.06 
Q1 2019;Audio;FIN - Europa/Finlandia; $36,612.82 ; $25,426.97 
Q3 2017;TV;BEL - Europa/Bélgica; $36,598.91 ; $31,906.74 
Q3 2017;TV;GRC - Europa/Grecia; $36,561.72 ; $35,194.12 
Q2 2018;TV;ECU - América/Ecuador; $36,541.31 ; $32,417.36 
Q3 2019;Celulares;IRL - Europa/Irlanda; $36,420.31 ; $30,902.08 
Q4 2019;TV;ECU - América/Ecuador; $36,358.15 ; $32,797.56 
Q1 2019;Camaras;AUS - Oceanía/Australia; $36,353.43 ; $18,492.83 
Q4 2019;Video Juegos;AUT - Europa/Austria; $36,343.50 ; $23,363.68 
Q2 2019;Camaras;CMR - África/Camerún; $36,330.43 ; $23,802.69 
Q1 2017;Camaras;AGO - África/Angola; $36,269.82 ; $22,836.56 
Q1 2018;Audio;SWE - Europa/Suecia; $36,249.67 ; $22,823.87 
